id,rating,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен
3892910,5,спасибо решить проблема оперативно,0,0,0,0,0
3893074,5,оперативно внимательно вежливый спасибо,0,0,0,0,0
3893110,5,спасибо всё оперативно сделать,0,0,0,0,0
3893437,5,быть распечатать бумажный квитанция хотеть поблагодарить работник расчётный отдел за разьяснение по квитанция найти электронный вариант квитанция приложение самолёт ук,0,0,0,0,0
3893476,5,заявка быстрый принять работа проблема решить спасибо,0,0,0,0,0
3893532,5,молодец быстро,0,0,0,0,0
3893735,5,спасибо большой за оперативность,0,0,0,0,0
3893860,5,спасибо большой весь благо процветание ваш компания,0,0,0,0,0
3893967,5,спасибо электрик,0,0,0,0,0
3894064,5,всё грамотно по полочка объяснить,0,0,0,0,0
3894130,5,благодарить за быстро качественно оказать услуга,0,0,0,0,0
3894191,5,спасибо за оперативный решение вопрос,0,0,0,0,0
3894326,5,огромный спасибо быстро качественно,0,0,0,0,0
3894440,5,спасибо за ремонт,0,0,0,0,0
3894680,5,благодарить менеджер татьяна,0,0,0,0,0
3894684,5,благодарить менеджер,0,0,0,0,0
3894714,5,сотрудник молодец,0,0,0,0,0
3894893,5,оперативно качественно браво,0,0,0,0,0
3894902,5,спасибо огромный оперативно качественно решить проблема,0,0,0,0,0
3895042,5,подниматься сегодня утро запах нет совсем спасибо большой,0,0,0,0,0
3895051,5,специалист проконсультировать сориентировать по срок,0,0,0,0,0
3895064,5,спасибо быстро качественно,0,0,0,0,0
3895519,5,быстро оперативно,0,0,0,0,0
3895624,5,оперативно пока работать,0,0,0,0,0
3895634,5,лик спасибо вы за оперативный ответ подробный разъяснение по работа приложение,0,0,0,0,0
3895794,5,отличный сотрудник,0,0,0,0,0
3895805,5,спасибо мастер олег,0,0,0,0,0
3895874,5,для точный оценка нужно пережить зима понять хороший стать или нет,0,0,0,0,0
3895925,5,спасибо большой за оперативность уже оценить песочек очень хороший чистый ребёнок быть очень рада песочница достаточный количество песок,0,0,0,0,0
3896179,5,быстро качественно,0,0,0,0,0
3896191,5,спасибо большой всё решить быстро,0,0,0,0,0
3896230,5,оперативно быстро,0,0,0,0,0
3896480,5,оказать не только услуга по приобретение ключ но ещё установить приложение ук самолёт,0,0,0,0,0
3896509,5,приходить мастер всё отрегулировать большой спасибо,0,0,0,0,0
3896614,5,оперативно,0,0,0,0,0
3896717,5,спасибо за консультация,0,0,0,0,0
3896735,5,парень установщик отработать а вот упаковка не очень тк не полный комплект фурнитура отсутствовать комплект нижний ответка прийтись колхозить отпиливать кусок от старый ответка а также шуруп отсутствовать,0,0,0,0,0
3896818,5,спасибо всё хорошо,0,0,0,0,0
3896822,5,всё около,0,0,0,0,0
3896870,5,сразу бы так,0,0,0,0,0
3896928,5,ответ получить спасибо результат стать уточнение я понять,0,0,0,0,0
3896945,5,благодарить за обратный связь за возможность добавить необходимый документ лк приложение тем самый решить вопрос не посещать клиентский офис при звонок быть вежливый доброжелательный отношение,0,0,0,0,0
3896981,5,прислать следующий день,0,0,0,0,0
3897000,5,очень быстро отреагировать работа качественный,0,0,0,0,0
3897003,1,ну устранить,0,0,0,0,0
3897016,5,спасибо за подсказка внимательный отношение,0,0,0,0,0
3897067,5,сантехник связаться сразу вопрос решить,0,0,0,0,0
3897113,5,спасибо техника,0,0,0,0,0
3897118,5,благодарить всё отлично,0,0,0,0,0
3897201,5,сантехник быть,0,0,0,0,0
3897252,5,подсказать куда обратиться для решение вопрос,0,0,0,0,0
3897281,5,спасибо большой за информация татьяна молодец,0,0,0,0,0
3897654,5,электрик прийти день обращение снять показание счеткик работать сотрудник вежливый благодарить,0,0,0,0,0
3897730,5,всё быть сделать быстро качественно,0,0,0,0,0
3897831,5,напор стать гораздо сильный небо земля быстро понять причина слабый напор спасибо,0,0,0,0,0
3898045,5,спасибо за ваш работа вычислить бы кто вырвать предыдущий доводчик наказать а вы спасибо,0,0,0,0,0
3898232,5,да открыть спасибо,0,0,0,0,0
3898417,5,быстро позвонить прислать всё сделать спасибо,0,0,0,0,0
3898427,5,молодец очень оперативно прям минус один головной боль,0,0,0,0,0
3898572,5,очень быстро качественно спасибо,0,0,0,0,0
3898709,5,спасибо большой за разъяснение за оперативность,0,0,0,0,0
3898761,5,сотрудник работать мгновенно обрабатываться заявка ответ поступать сразу всё решаться отличный сервис очень приятно,0,0,0,0,0
3898762,5,быстро понятно,0,0,0,0,0
3899012,5,просто удобно а также быстро экономия время ресурс,0,0,0,0,0
3899842,5,отлично всё сделать бал,0,0,0,0,0
3899902,4,четвёрка за то выслать только второй раз нужный квитанция,0,0,0,0,0
3900150,5,спс,0,0,0,0,0
3900408,5,спасибо большой всё получить,0,0,0,0,0
3900525,5,спасибо очень оперативно,0,0,0,0,0
3900539,5,благодарить мастер всё объяснить дать рекомендация,0,0,0,0,0
3900559,5,ребята молодец,0,0,0,0,0
3900602,5,спасибо за оперативный решение,0,0,0,0,0
3900869,5,большой спасибо мастер,0,0,0,0,0
3900886,5,к оказание сам услуга сантехник претензия нет а вот то отключение происходить регулярно крайне негативно сказываться впечатление о компания самолёт ук,0,0,0,0,0
3901101,5,специалист компетентно объяснить необходимо сделать такой случай игорь золотухин,0,0,0,0,0
3901168,5,быстро чётко,0,0,0,0,0
3901182,5,всё хорошо,0,0,0,0,0
3901194,5,владимир грамотно здорово быстро всё сделать,0,0,0,0,0
3901238,5,отличный сервис,0,0,0,0,0
3901257,5,спасибо сервис работать это самый главное,0,0,0,0,0
3901356,5,всё отлично позвонить ответ предоставить,0,0,0,0,0
3901414,5,заявка быть отработать течение ти минута благодарить за оперативность,0,0,0,0,0
3901446,5,оперативный решение спасибо,0,0,0,0,0
3901616,5,татьяна оперативно решить вопрос очень отзывчивый,0,0,0,0,0
3901836,5,всё гуд,0,0,0,0,0
3901987,5,поприветствовать предложить присесть всё быстро оформить спасибо,0,0,0,0,0
3902000,4,спасибо убрать надпись думать быть аккуратный,0,0,0,0,0
3902088,5,всё быстро чётко,0,0,0,0,0
3902093,5,добрый день заявка быть выполнить качественно сотрудник грамотный очень вежливый большой они спасибо,0,0,0,0,0
3902383,5,спасибо за помощь от подключиться инженер,0,0,0,0,0
3902482,5,замечательный мастер всё очень оперативно качественно добрый человек золотой рука огромный спасибо,0,0,0,0,0
3902496,5,благодарить хотя я уже давно просить получать эл почта но почему то ещё бумажный получать,0,0,0,0,0
3902529,5,вопрос быть решить оперативно спасибо большой,0,0,0,0,0
3902558,5,молодец,0,0,0,0,0
3902632,5,всё около спасибо,0,0,0,0,0
3902786,5,красавец быстро оперативно очень приятно общение,0,0,0,0,0
3902795,5,хороший обслуживание,0,0,0,0,0
3903272,5,оперативно всегда,0,0,0,0,0
3903349,5,большой спасибо оперативно поставить ограничитель,0,0,0,0,0
3903374,4,один звезда снять за то отличаться цвет плитка,0,0,0,0,0
3903406,5,спасибо быстро оперативно,0,0,0,0,0
3903436,5,горячий вода появиться,0,0,0,0,0
3903607,5,вот теперь молодец,0,0,0,0,0
3903626,5,всё отлично бистро устранить мастер хороший,0,0,0,0,0
3903666,5,спасибо проблема быть решить,0,0,0,0,0
3903709,5,спасибо за оперативность грамотный развернуть ответ,0,0,0,0,0
3903741,5,спасибо большой заявка выполнить быстро качественно,0,0,0,0,0
3903997,5,выполнить быстро качественно,0,0,0,0,0
3904073,5,всё понятно объяснить,0,0,0,0,0
3904265,5,большой спасибо василий за проделать работа,0,0,0,0,0
3904421,5,благодарить помочь а то до вы никто не мочь решить этот проблема ещё раз спасибо,0,0,0,0,0
3904489,5,очень оперативно менеджер связаться ответить вопрос отправить необходимый документ благодарить,0,0,0,0,0
3904503,5,быстро отреагировать запустить,0,0,0,0,0
3904606,5,спасибо оперативно принять заявка отремонтировать лифт работать исправно,0,0,0,0,0
3904693,5,оперативно надёжно,0,0,0,0,0
3904847,5,спасибо услуга оказать очень оперативно удобный формат заказать ключ выходной понедельник всё быть готовый сотрудник вежливый внимательный,0,0,0,0,0
3904911,5,всё супер очень оперативно профессионально спасибо,0,0,0,0,0
3905059,5,всё быстро качественно,0,0,0,0,0
3905086,5,тот кто выполнять заявка чудо оперативно выполнить спасибо,0,0,0,0,0
3905337,5,спасибо ждать бумажный платёжный поручение следующий месяц,0,0,0,0,0
3905720,5,хороший мастер свет нужно он выдать премия,0,0,0,0,0
3905786,5,спасибо электрик оперативно прийти,0,0,0,0,0
3906032,5,хотеться бы каждый месяц присылать квитанция почта или приложение,0,0,0,0,0
3906048,5,большой спасибо электрик ситуация быть не из простой но он обнаружить проблема смочь она решить,0,0,0,0,0
3906126,5,сантехник молодец устранить утечка вода выше по этаж мы перестать течь вода молодец,0,0,0,0,0
3906380,5,спасибо большой за работа оперативность,0,0,0,0,0
3906407,4,жалко при оплата счёт через банк приложение не отображаться информация о оплата приходиться загружать квитанция дополнительно подтверждать факт оплата,0,0,0,0,0
3906535,5,всё быстро качественно,0,0,0,0,0
3906752,5,спасибо большой жаль там уже опять намусорить,0,0,0,0,0
3906789,5,спасибо теперь она закрываться,0,0,0,0,0
3906922,3,можно быть сразу заявка выполнить не забывать по периметр несколько контейнер для пакет пакет кончаться быстро значит хозяин убирать за собака,0,0,0,0,0
3906976,5,спасибо большой за оперативность мир процветание ваш компания самолёт,0,0,0,0,0
3907117,5,выше похвала,0,0,0,0,0
3907364,5,очень вежливый грамотный сотрудница большой бы такой,0,0,0,0,0
3907480,5,спасибо просить загружать квитанция личный кабинет без дополнительный запрос,0,0,0,0,0
3907589,5,всё прекрасно,0,0,0,0,0
3907672,5,всё быстро качественно большой спасибо,0,0,0,0,0
3907792,5,консультация быть провести профессионально спасибо за разъяснение рекомендация,0,0,0,0,0
3907928,5,спасибо большой починить дверь зайти без проблема дверь работать отлично,0,0,0,0,0
3908011,5,спасибо за работа,0,0,0,0,0
3908429,5,спасибо за быстрый решение вопрос лояльность мастер подбор время,0,0,0,0,0
3908490,4,спасибо за обратный связь надеяться приложение информация обновиться оплата пройти,0,0,0,0,0
3908579,5,спасибо за чёткость быстрота,0,0,0,0,0
3908590,5,консультация настройка прибор выполнить очень быстро качественно профессионально спасибо,0,0,0,0,0
3908772,5,мастер выполнить работа быстро чисто всё отлично,0,0,0,0,0
3908843,5,самый хороший ук спасибо большой за помощь за быстрый работа мгновенный выполнение,0,0,0,0,0
3908929,5,очень быстро,0,0,0,0,0
3909086,5,спасибо за оперативный ответ,0,0,0,0,0
3909146,5,очень удобно получать электронный квитанция давно пора,0,0,0,0,0
3909271,5,оперативно выполнить заявка спасибо,0,0,0,0,0
3909398,5,спасибо специалист,0,0,0,0,0
3909430,4,жалко заранее не предупреждать есть тот проблема сейчас мы узнать новость можно написать такой нет такой раздел про формирование квитанция заявка ук не сразу понять где написать,0,0,0,0,0
3909441,5,огромный спасибо за оперативность,0,0,0,0,0
3909442,5,спасибо огромный за оперативность,0,0,0,0,0
3909517,5,благодарить за работа,0,0,0,0,0
3909595,5,всё решить перезвонить спасибо,0,0,0,0,0
3909682,5,очень быстро всё сделать,0,0,0,0,0
3909787,5,всё отлично жаль для сотрудник компания дать услуга не действовать скидка,0,0,0,0,0
3909863,5,очень приятный менеджер консультант который всё правильно подробно объяснять,0,0,0,0,0
3909888,5,спасибо всё супер,0,0,0,0,0
3910052,5,специалист прийти очень быстро всё быстро исправить спасибо,0,0,0,0,0
3910060,5,всё супер вопрос решить быстро,0,0,0,0,0
3910089,5,очень надеяться квитанция быть дублироваться приложение а так оперативно быстро поступить,0,0,0,0,0
3910166,5,спасибо большой за быстрый реагирование,0,0,0,0,0
3910233,5,спасибо девочка оператор,0,0,0,0,0
3910259,5,менеджер елизавета очень быстро решить мой вопрос спасибо,0,0,0,0,0
3910269,5,спасибо но придумать пожалуйста способ это избежать будущее,0,0,0,0,0
3910346,5,спасибо за работа выполнить качественно срок,0,0,0,0,0
3910406,5,прям молодец порадовать всё чётко,0,0,0,0,0
3910434,5,алексей профессионал свой дело быстро найти проблема устранить она огромный он спасибо,0,0,0,0,0
3910685,5,да подтверждать вчера вечером обнаружить устранить спасибо,0,0,0,0,0
3910836,5,вопрос решить,0,0,0,0,0
3910841,5,спасибо за помощь,0,0,0,0,0
3910908,5,спасибо очень быстро сработать,0,0,0,0,0
3910977,5,добрый день спасибо за разъяснение весь вы хороший,0,0,0,0,0
3911065,5,молодец электрик оперативно решить проблема,0,0,0,0,0
3911104,5,быстро аккуратно благодарить,0,0,0,0,0
3911134,5,спасибо большой пусть убирать часто,0,0,0,0,0
3911142,5,очень оперативно,0,0,0,0,0
3911182,5,всё вежливый информативный,0,0,0,0,0
3911339,5,спасибо вы за забота о мы наш здоровье экология это замечательный,0,0,0,0,0
3911355,5,работа сотрудник офис ук евгения,0,0,0,0,0
3911421,5,спасибо за работа всё быстро качественно,0,0,0,0,0
3911514,5,спасибо большой проблема быть решить очень быстро,0,0,0,0,0
3911553,5,менеджер наталья дежурный сантехник больший благодарность за оперативный решение проблема,0,0,0,0,0
3911570,5,спасибо оперативно полный мера ответить мой вопрос,0,0,0,0,0
3911586,5,быстро качественно устранить наш засор,0,0,0,0,0
3911663,5,спасибо всё качественно профессионально,0,0,0,0,0
3911763,5,быстро качественно спасибо,0,0,0,0,0
3911815,5,отличный функция спасибо,0,0,0,0,0
3911905,5,спасибо за выполнить работа,0,0,0,0,0
3911957,5,очень оперативно благодарить,0,0,0,0,0
3911983,5,оперативно чётко сделать аккуратно прибраться после работа,0,0,0,0,0
3912007,5,спасибо александр за профессионализм быстрый работа,0,0,0,0,0
3912121,5,всё отлично сделать быстро не дорого,0,0,0,0,0
3912185,5,спасибо большой за оперативный ответ,0,0,0,0,0
3912199,5,спасибо огромный менеджер по страхование евгения гущина за помощь оформление страховка настоящий профессионал свой дело исчерпывающий ответить всё интересовать вопрос,0,0,0,0,0
3912225,5,оперативно профессионально спасибо,0,0,0,0,0
3912227,5,специалист связываться по заявка всё починить спасибо,0,0,0,0,0
3912230,5,течение час после создание заявка всё устранить спасибо,0,0,0,0,0
3912246,5,ремонт выполнить,0,0,0,0,0
3912277,5,быстро решить проблема спасибо,0,0,0,0,0
3912521,5,работа мастер выполнить отлично проблема решиться только при личный визит ук,0,0,0,0,0
3912769,5,большой спасибо оксана петрина,0,0,0,0,0
3912975,5,всё оперативно спасибо,0,0,0,0,0
3913158,5,добрый день спасибо вопрос решить,0,0,0,0,0
3913176,5,всё быстро чётко спасибо,0,0,0,0,0
3913279,5,очень ответственный девушка ук,0,0,0,0,0
3913316,5,отлично всё работать,0,0,0,0,0
3913442,5,благодарность мастер сделать быстро качественно премия ренат,0,0,0,0,0
3913486,5,прислать вовремя заранее позвонить уточнить удобный время отличный мастер всё сделать быстро аккуратно,0,0,0,0,0
3913509,5,всё чётко объяснить вопрос не остаться,0,0,0,0,0
3913566,5,ну вроде хороший слава бог,0,0,0,0,0
3913676,5,проблема решить быстро оперативно,0,0,0,0,0
3913730,5,всё отлично спасибо,0,0,0,0,0
3913971,5,очень быстро вежливый,0,0,0,0,0
3913976,5,второй специалист всё отлично решить спасибо,0,0,0,0,0
3914097,5,благадарить специалист,0,0,0,0,0
3914189,5,очень быстро качественно спасибо,0,0,0,0,0
3914351,5,спасибо большой всё сделать супер,0,0,0,0,0
3914367,5,комод убрать большой спасибо за оперативный решение,0,0,0,0,0
3914531,5,хотеть выразить особый благодарность татьяна за проявить интерес к мой вопрос,0,0,0,0,0
3914571,5,очень быстро отреагировать устранить проблема,0,0,0,0,0
3914622,5,вот теперь всё дать правильно внести спасибо,0,0,0,0,0
3914767,5,спасибо за оперативный помощь,0,0,0,0,0
3914795,5,спасибо ключ рабочий,0,0,0,0,0
3914807,5,круто быстро спасибо,0,0,0,0,0
3914918,5,быстро эффективно,0,0,0,0,0
3915053,5,отличный сантехник,0,0,0,0,0
3915266,5,очень оперативно спасибо,0,0,0,0,0
3915342,5,оперативно благодарить,0,0,0,0,0
3915543,5,быстро среагировать решить проблема спасибо,0,0,0,0,0
3915644,5,быстро сделать,0,0,0,0,0
3916307,5,добрый день вопрос решить очень быстро благодарить за работа оперативность,0,0,0,0,0
3916394,5,всё хорошо очень доступно всё объяснить,0,0,0,0,0
3916525,5,мастер всё рука спасибо большой,0,0,0,0,0
3916845,5,да спасибо пока не сломать,0,0,0,0,0
3917220,5,всё очень быстро качественно сделать сантехник сергей,0,0,0,0,0
3917341,5,спасибо огромный,0,0,0,0,0
3917445,5,большой спасибо очень внимательно клиентоориентированность высокий уровень,0,0,0,0,0
3917598,5,спасибо большой за оперативный решение,0,0,0,0,0
3917634,5,отличный обслуживание,0,0,0,0,0
3917644,5,всё решить,0,0,0,0,0
3918118,5,быстро выявить ошибка показание не стать делать убыток я позвонить я уточнить решить всё огромный спасибо вы меняться хороший сторона,0,0,0,0,0
3918621,5,ключ работать,0,0,0,0,0
3918647,5,спасибо большой выполнить работа быстро аккуратно,0,0,0,0,0
3918748,5,всё быстро качественно договориться спасибо,0,0,0,0,0
3918861,5,всё отлично спасибо большой,0,0,0,0,0
3919084,5,самый вежливый работник,0,0,0,0,0
3919087,5,чётко я оперативно,0,0,0,0,0
3919099,5,спасибо за выписка счёт этот сумма когда подкрепить приложение,0,0,0,0,0
3919231,5,достаточно быстро спасибо,0,0,0,0,0
3919253,5,оперативно устранить дать консультация,0,0,0,0,0
3919349,5,спасибо огромный специалист за оперативность профессионализм,0,0,0,0,0
3919367,5,напор стать хороший спасибо,0,0,0,0,0
3919407,5,благодарить за качественный оперативный работа сотрудник ук хороший пожелание к вы,0,0,0,0,0
3919607,5,всё отлично спасибо за быстрый устранение проблема,0,0,0,0,0
3919776,5,оперативно среагировать прийти большой количество строитель помочь убрать весь вода,0,0,0,0,0
3919877,5,виталик молодец,0,0,0,0,0
3920112,5,спасибо большой всё быстро починить спасибо за хороший работа,0,0,0,0,0
3920141,5,быть протечка смеситель ванная мастер прийти течение пол час поменять прокладка вопрос решить,0,0,0,0,0
3920353,5,самый хороший клиентский менеджер всегда идеально решать всё вопрос,0,0,0,0,0
3920384,5,быстро устранить проблема,0,0,0,0,0
3920419,5,заявка выполнить мгновенно,0,0,0,0,0
3920519,5,спасибо татьяна быстро понятно всё объяснить,0,0,0,0,0
3920546,5,быстрый реакция обращение данный момент протечка нет,0,0,0,0,0
3920898,5,вопрос быть решить оперативно спасибо сантехник так менеджер к сожаление не спросить имя,0,0,0,0,0
3920982,5,выполнить быстро качественно починить перила,0,0,0,0,0
3921006,5,спасибо за оперативно отработать заявка,0,0,0,0,0
3921008,5,очень грамотный специалист устранить моментально,0,0,0,0,0
3921012,5,спасибо за оперативный уборка,0,0,0,0,0
3921069,5,проблема решить дверь взаимодействие овд игнорировать,0,0,0,0,0
3921087,5,спасибо большой очень быстро оперативно мастер классный отлично знать свой работа,0,0,0,0,0
3921135,4,быть бы звезда но прийтись действовать через руководство поэтому четыре,0,0,0,0,0
